Format Version,1.0,
Take Name,paul_squatlifting1,
Capture Frame Rate,100.00,
Export Frame Rate,100.00,
Capture Start Time,16 Dec 1969 13:09:06 +0100,
Total Frames In Take,5432,
Total Exported Frames,5432,
Coordinate Space,Local,
Device Name,AMTI 12073M,
Device Type,2,
Device Channel Count,6,
Mocap Rate,100.00,
Mocap Rate Multiple,1.00,

PlateLength,15.750000,
PlateWidth,23.620000,
PlateOrder,1,
PosX_PosY_X,0.400017,
PosX_PosY_Y,-0.000051,
PosX_PosY_Z,0.600371,
NegX_PosY_X,-0.000016,
NegX_PosY_Y,-0.000064,
NegX_PosY_Z,0.598670,
NegX_NegY_X,0.000023,
NegX_NegY_Y,-0.000017,
NegX_NegY_Z,-0.000028,
PosX_NegY_X,0.400055,
PosX_NegY_Y,-0.000003,
PosX_NegY_Z,0.001674,
Offset_X,0.000000,
Offset_Y,0.000000,
Offset_Z,0.000000


MocapFrame, MocapTime, DeviceFrame, Fx, Fy, Fz, Mx, My, Mz, Cx, Cy, Cz
124,1.240000,124,-8.558594,-14.958008,678.437500,-23.998047,-28.377930,3.218140,0.041828,-0.035373,0.000000
125,1.250000,125,-8.564941,-15.515137,682.031250,-24.660156,-28.124023,3.256836,0.041236,-0.036157,0.000000
126,1.260000,126,-9.111816,-15.782715,682.375000,-25.061523,-27.779297,3.160767,0.040710,-0.036727,0.000000
127,1.270000,127,-9.019531,-15.601563,682.031250,-25.068359,-27.703125,3.104126,0.040619,-0.036755,0.000000
128,1.280000,128,-8.742188,-15.885254,681.312500,-25.014648,-27.437500,3.101074,0.040272,-0.036715,0.000000
129,1.290000,129,-8.932129,-15.974121,679.875000,-25.194336,-27.444336,3.123047,0.040367,-0.037057,0.000000
130,1.300000,130,-9.015625,-15.972168,678.812500,-24.920898,-27.193359,3.158569,0.040060,-0.036712,0.000000
131,1.310000,131,-8.379395,-15.887695,677.687500,-24.834961,-27.131836,3.026245,0.040036,-0.036647,0.000000
132,1.320000,132,-8.740234,-15.700195,676.625000,-24.842773,-27.110352,2.950562,0.040067,-0.036716,0.000000
133,1.330000,133,-8.186035,-14.794434,676.281250,-24.970703,-27.164063,3.102539,0.040167,-0.036924,0.000000
134,1.340000,134,-8.371094,-15.156738,675.875000,-24.774414,-27.024414,3.007813,0.039984,-0.036655,0.000000
135,1.350000,135,-8.270508,-14.977051,678.812500,-24.778320,-27.128906,3.139771,0.039965,-0.036502,0.000000
136,1.360000,136,-8.548828,-14.790039,676.281250,-24.604492,-27.250977,3.083984,0.040295,-0.036382,0.000000
137,1.370000,137,-8.083496,-14.421387,674.812500,-23.981445,-27.340820,3.120239,0.040516,-0.035538,0.000000
138,1.380000,138,-7.812012,-14.516113,674.468750,-23.978516,-27.331055,3.180054,0.040522,-0.035552,0.000000
139,1.390000,139,-7.903564,-14.605469,673.343750,-23.427734,-27.589844,3.311401,0.040974,-0.034793,0.000000
140,1.400000,140,-7.633545,-14.791504,674.093750,-23.419922,-27.579102,3.330200,0.040913,-0.034743,0.000000
141,1.410000,141,-7.540771,-14.609375,673.375000,-23.245117,-27.540039,3.330444,0.040899,-0.034520,0.000000
142,1.420000,142,-7.268799,-14.613770,675.187500,-23.199219,-27.893555,3.387329,0.041312,-0.034360,0.000000
143,1.430000,143,-6.641602,-14.612305,673.375000,-23.473633,-28.014648,3.447632,0.041603,-0.034860,0.000000
144,1.440000,144,-7.003906,-14.526855,677.343750,-23.291992,-28.065430,3.462524,0.041435,-0.034387,0.000000
145,1.450000,145,-6.551270,-14.623535,677.718750,-23.333008,-28.083984,3.424561,0.041439,-0.034429,0.000000
146,1.460000,146,-6.732666,-14.622070,678.812500,-23.239258,-28.164063,3.576172,0.041490,-0.034235,0.000000
147,1.470000,147,-6.369873,-14.618164,678.812500,-23.195313,-28.405273,3.576660,0.041846,-0.034170,0.000000
148,1.480000,148,-6.446045,-13.979004,679.156250,-22.853516,-28.262695,3.671509,0.041614,-0.033650,0.000000
149,1.490000,149,-6.537354,-14.068359,678.437500,-22.532227,-28.487305,3.729614,0.041990,-0.033212,0.000000
150,1.500000,150,-5.987305,-13.527832,678.468750,-22.372070,-28.466797,3.843628,0.041957,-0.032974,0.000000
151,1.510000,151,-5.445068,-13.717285,679.906250,-22.134766,-28.554688,3.745728,0.041998,-0.032556,0.000000
152,1.520000,152,-5.540771,-14.171387,678.500000,-21.935547,-28.884766,3.974976,0.042572,-0.032329,0.000000
153,1.530000,153,-4.896729,-13.357422,678.125000,-21.830078,-28.787109,4.088867,0.042451,-0.032192,0.000000
154,1.540000,154,-4.718506,-13.633789,678.500000,-21.364258,-28.965820,4.089844,0.042691,-0.031487,0.000000
155,1.550000,155,-4.257813,-12.999512,677.375000,-21.207031,-28.910156,4.071289,0.042680,-0.031308,0.000000
156,1.560000,156,-4.340576,-12.998535,677.031250,-20.888672,-28.768555,4.087646,0.042492,-0.030853,0.000000
157,1.570000,157,-4.338623,-12.815918,677.781250,-20.756836,-28.841797,4.068848,0.042553,-0.030625,0.000000
158,1.580000,158,-4.420654,-12.724121,678.125000,-20.488281,-28.881836,4.183105,0.042591,-0.030213,0.000000
159,1.590000,159,-3.701660,-12.631836,675.625000,-20.448242,-29.109375,4.108643,0.043085,-0.030266,0.000000
160,1.600000,160,-3.345825,-12.544922,675.218750,-20.222656,-29.426758,4.204590,0.043581,-0.029950,0.000000
161,1.610000,161,-3.431519,-12.079102,674.156250,-20.012695,-29.647461,4.034668,0.043977,-0.029686,0.000000
162,1.620000,162,-3.160278,-12.903320,674.156250,-19.617188,-29.635742,4.111328,0.043960,-0.029099,0.000000
163,1.630000,163,-3.160278,-12.172852,673.437500,-19.691406,-29.673828,4.263672,0.044063,-0.029240,0.000000
164,1.640000,164,-3.073608,-12.540039,675.218750,-19.720703,-29.782227,4.224854,0.044108,-0.029206,0.000000
165,1.650000,165,-3.522339,-12.808594,675.968750,-19.709961,-29.686523,4.262695,0.043917,-0.029158,0.000000
166,1.660000,166,-2.982910,-12.541016,675.625000,-19.811523,-29.922852,4.167969,0.044289,-0.029323,0.000000
167,1.670000,167,-3.075562,-12.722656,675.218750,-19.759766,-29.852539,4.263184,0.044212,-0.029264,0.000000
168,1.680000,168,-2.884399,-12.550781,677.406250,-19.811523,-29.662109,4.128662,0.043788,-0.029246,0.000000
169,1.690000,169,-2.797607,-12.917480,678.156250,-20.162109,-29.511719,4.165527,0.043518,-0.029731,0.000000
170,1.700000,170,-2.622192,-13.466797,678.500000,-20.140625,-29.540039,4.203857,0.043537,-0.029684,0.000000
171,1.710000,171,-2.723511,-13.738281,676.343750,-20.405273,-29.326172,4.260742,0.043360,-0.030170,0.000000
172,1.720000,172,-2.457397,-14.289551,677.406250,-20.839844,-29.314453,4.224609,0.043275,-0.030764,0.000000
173,1.730000,173,-2.815063,-14.565430,673.812500,-20.969727,-28.706055,4.297607,0.042602,-0.031121,0.000000
174,1.740000,174,-2.178101,-14.390137,673.437500,-21.022461,-28.462891,4.335205,0.042265,-0.031217,0.000000
175,1.750000,175,-2.354614,-14.660645,671.625000,-20.877930,-28.250977,4.316650,0.042064,-0.031086,0.000000
176,1.760000,176,-3.093872,-15.309082,668.718750,-21.082031,-28.340820,4.415283,0.042381,-0.031526,0.000000
177,1.770000,177,-3.090088,-15.572754,672.718750,-20.978516,-27.948242,4.391602,0.041545,-0.031185,0.000000
178,1.780000,178,-3.635376,-15.659180,674.875000,-21.247070,-27.860352,4.408936,0.041282,-0.031483,0.000000
179,1.790000,179,-3.435181,-15.395508,675.562500,-21.121094,-27.381836,4.386230,0.040532,-0.031264,0.000000
180,1.800000,180,-4.072021,-15.571777,676.656250,-20.930664,-27.368164,4.405029,0.040446,-0.030932,0.000000
181,1.810000,181,-4.516602,-15.474609,675.187500,-20.889648,-27.167969,4.405029,0.040238,-0.030939,0.000000
182,1.820000,182,-4.142090,-15.123535,678.812500,-20.537109,-27.044922,4.363525,0.039842,-0.030254,0.000000
183,1.830000,183,-4.229736,-14.849609,679.906250,-20.636719,-26.903320,4.305420,0.039569,-0.030352,0.000000
184,1.840000,184,-3.947754,-14.670410,680.625000,-20.235352,-26.710938,4.150879,0.039245,-0.029731,0.000000
185,1.850000,185,-4.843750,-14.394043,680.281250,-20.154297,-26.490234,4.131592,0.038940,-0.029626,0.000000
186,1.860000,186,-5.103027,-13.935059,680.281250,-19.580078,-26.466797,4.018311,0.038906,-0.028782,0.000000
187,1.870000,187,-4.917725,-14.302246,681.000000,-19.382813,-26.241211,3.920166,0.038533,-0.028462,0.000000
188,1.880000,188,-5.541504,-14.029785,682.781250,-19.027344,-25.974609,3.786499,0.038042,-0.027867,0.000000
189,1.890000,189,-5.436279,-13.392090,681.343750,-18.277344,-25.899414,3.689819,0.038012,-0.026825,0.000000
190,1.900000,190,-5.155029,-13.304199,681.718750,-17.826172,-25.925781,3.611572,0.038030,-0.026149,0.000000
191,1.910000,191,-5.406250,-12.563477,679.562500,-16.990234,-26.009766,3.366211,0.038274,-0.025002,0.000000
192,1.920000,192,-5.755859,-12.103027,679.562500,-16.459961,-25.769531,3.268677,0.037921,-0.024221,0.000000
193,1.930000,193,-6.107422,-11.833008,680.656250,-15.969727,-25.640625,3.021362,0.037670,-0.023462,0.000000
194,1.940000,194,-6.552002,-11.829102,683.500000,-15.373535,-25.876953,2.866211,0.037859,-0.022492,0.000000
195,1.950000,195,-6.536377,-11.099121,683.156250,-14.855469,-25.806641,2.638672,0.037776,-0.021745,0.000000
196,1.960000,196,-6.530273,-10.552246,683.500000,-14.466309,-25.697266,2.483765,0.037597,-0.021165,0.000000
197,1.970000,197,-6.420654,-9.550781,685.312500,-13.866699,-25.733398,2.442505,0.037550,-0.020234,0.000000
198,1.980000,198,-6.311523,-8.641602,688.562500,-12.987793,-25.915039,2.385010,0.037636,-0.018862,0.000000
199,1.990000,199,-6.382080,-8.274902,688.218750,-12.044922,-25.990234,2.478149,0.037764,-0.017502,0.000000
200,2.000000,200,-6.375244,-8.365723,687.156250,-11.131836,-25.919922,2.552368,0.037721,-0.016200,0.000000
201,2.010000,201,-6.007080,-7.822754,686.812500,-10.425293,-26.051758,2.629395,0.037931,-0.015179,0.000000
202,2.020000,202,-5.181641,-7.564453,682.125000,-9.984863,-25.691406,2.590454,0.037664,-0.014638,0.000000
