Format Version,1.22,Take Name,paul_squatlifting1,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,16 Dec 1969 13:09:06 +0100,Total Frames in Take,5432,Total Exported Frames,5432,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
1205,12.050000,0.317592,1.084094,0.265151,-0.394134,0.004777,0.518177,-0.397281,0.006123,0.088436,-0.788056,0.660900,0.599619,-0.762798,0.669295,-0.099375,-0.397722,0.229098,0.084966,-0.090608,0.008761,0.079336,-0.286709,0.664692,-0.096384,0.276764,0.059676,0.097920,0.245659,1.056627,-0.013249,0.298816,0.863308,0.101359,0.317419,0.062106,0.156881,0.227340,0.473520,0.101358,0.264482,1.396814,0.065006,0.087881,0.029628,0.121486,0.193355,0.803590,0.011085,1.357210,1.507041,-0.531428,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,12.060000,0.316166,1.083712,0.265167,-0.394128,0.004774,0.518183,-0.397277,0.006130,0.088430,-0.788054,0.660899,0.599617,-0.762800,0.669303,-0.099380,-0.397727,0.229097,0.084965,-0.090612,0.008745,0.079340,-0.286712,0.664695,-0.096382,0.276818,0.059705,0.097934,0.245412,1.056118,-0.012793,0.297809,0.863676,0.101260,0.317468,0.062067,0.156915,0.228191,0.473496,0.101447,0.266252,1.396272,0.065053,0.087829,0.029587,0.121511,0.192186,0.803297,0.011380,1.356523,1.506775,-0.531256,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,12.070000,0.314894,1.083351,0.265090,-0.394120,0.004775,0.518188,-0.397285,0.006130,0.088429,-0.788055,0.660900,0.599616,-0.762794,0.669301,-0.099381,-0.397728,0.229096,0.084967,-0.090613,0.008761,0.079334,-0.286717,0.664694,-0.096386,0.276859,0.059730,0.097962,0.245157,1.055513,-0.012326,0.296875,0.864000,0.101244,0.317492,0.062004,0.156954,0.228763,0.473453,0.101555,0.268098,1.395599,0.065103,0.087774,0.029586,0.121533,0.190957,0.803109,0.011379,1.357195,1.507033,-0.531416,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,12.080000,0.314013,1.083467,0.264956,-0.394166,0.004801,0.518169,-0.397283,0.006128,0.088426,-0.788052,0.660895,0.599625,-0.762798,0.669298,-0.099375,-0.397728,0.229095,0.084964,-0.090609,0.008758,0.079337,-0.286713,0.664695,-0.096386,0.276913,0.059761,0.097993,0.244941,1.054839,-0.011798,0.295976,0.864247,0.101226,0.317514,0.061969,0.156991,0.229128,0.473400,0.101613,0.269880,1.394964,0.065186,0.087725,0.029559,0.121546,0.189774,0.802695,0.011600,1.356477,1.506769,-0.531247,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,12.090000,0.312697,1.083099,0.264987,-0.394149,0.004789,0.518166,-0.397288,0.006128,0.088434,-0.788055,0.660896,0.599618,-0.762799,0.669296,-0.099382,-0.397726,0.229093,0.084971,-0.090612,0.008744,0.079336,-0.286714,0.664695,-0.096389,0.276936,0.059782,0.098029,0.244773,1.054235,-0.011352,0.295324,0.864532,0.100666,0.317529,0.061953,0.157020,0.229335,0.473314,0.101673,0.271706,1.394255,0.065286,0.087656,0.029543,0.121561,0.188596,0.802291,0.011792,1.356529,1.506765,-0.531255,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,12.100000,0.311737,1.082880,0.265060,-0.394145,0.004779,0.518177,-0.397281,0.006131,0.088427,-0.788057,0.660893,0.599615,-0.762795,0.669295,-0.099377,-0.397729,0.229091,0.084969,-0.090609,0.008744,0.079337,-0.286709,0.664694,-0.096387,0.276935,0.059808,0.098076,0.244650,1.053557,-0.010868,0.294513,0.864527,0.100634,0.317507,0.061917,0.157059,0.229309,0.473231,0.101747,0.273576,1.393546,0.065427,0.087554,0.029523,0.121586,0.187412,0.801884,0.011994,1.356513,1.506763,-0.531255,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,12.110000,0.310596,1.082572,0.265115,-0.394149,0.004799,0.518166,-0.397286,0.006127,0.088429,-0.788063,0.660895,0.599621,-0.762795,0.669292,-0.099377,-0.397734,0.229095,0.084965,-0.090599,0.008757,0.079329,-0.286712,0.664697,-0.096387,0.276869,0.059853,0.098136,0.244578,1.052881,-0.010398,0.293857,0.864558,0.100602,0.317432,0.061950,0.157096,0.229056,0.473178,0.101902,0.275317,1.392734,0.065645,0.087384,0.029464,0.121612,0.186293,0.801492,0.012173,1.356554,1.506776,-0.531258,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,12.120000,0.309736,1.082386,0.265260,-0.394115,0.004767,0.518174,-0.397284,0.006124,0.088434,-0.788052,0.660898,0.599626,-0.762798,0.669301,-0.099378,-0.397724,0.229091,0.084963,-0.090610,0.008749,0.079340,-0.286712,0.664694,-0.096386,0.276748,0.059916,0.098206,0.244574,1.052278,-0.009911,0.293313,0.864700,0.100599,0.317333,0.061974,0.157169,0.228773,0.473169,0.102127,0.277013,1.392055,0.065811,0.087147,0.029405,0.121640,0.185252,0.801108,0.012334,1.356509,1.506768,-0.531249,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,12.130000,0.308728,1.082118,0.265363,-0.394156,0.004797,0.518167,-0.397292,0.006123,0.088434,-0.788057,0.660894,0.599622,-0.762793,0.669296,-0.099376,-0.397725,0.229099,0.084961,-0.090606,0.008768,0.079326,-0.286715,0.664689,-0.096380,0.276645,0.059987,0.098302,0.244644,1.051721,-0.009475,0.292805,0.864686,0.100663,0.317268,0.062004,0.157240,0.228550,0.473194,0.102379,0.278616,1.391407,0.066044,0.086951,0.029361,0.121671,0.184252,0.800814,0.012532,1.357130,1.507027,-0.531410,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,12.140000,0.307979,1.081952,0.265553,-0.394113,0.004763,0.518177,-0.397285,0.006120,0.088435,-0.788048,0.660894,0.599620,-0.762802,0.669296,-0.099380,-0.397735,0.229095,0.084960,-0.090609,0.008753,0.079333,-0.286714,0.664689,-0.096382,0.276583,0.060059,0.098408,0.244794,1.051118,-0.008999,0.292215,0.864667,0.100780,0.317215,0.062006,0.157347,0.228469,0.473219,0.102640,0.280074,1.390724,0.066287,0.086779,0.029325,0.121712,0.183281,0.800529,0.012775,1.356525,1.506772,-0.531244,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,12.150000,0.307490,1.082120,0.265650,-0.394165,0.004801,0.518177,-0.397284,0.006121,0.088437,-0.788056,0.660911,0.599609,-0.762800,0.669298,-0.099372,-0.397730,0.229100,0.084964,-0.090616,0.008737,0.079345,-0.286715,0.664694,-0.096380,0.276563,0.060113,0.098521,0.244949,1.050626,-0.008569,0.291616,0.864667,0.100843,0.317181,0.061986,0.157467,0.228582,0.473231,0.102866,0.281563,1.390153,0.066536,0.086650,0.029295,0.121739,0.182439,0.800301,0.013054,1.356522,1.506776,-0.531255,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,12.160000,0.306900,1.081992,0.265848,-0.394119,0.004763,0.518179,-0.397282,0.006124,0.088429,-0.788064,0.660895,0.599613,-0.762794,0.669299,-0.099380,-0.397728,0.229088,0.084967,-0.090615,0.008741,0.079340,-0.286712,0.664697,-0.096383,0.276579,0.060143,0.098621,0.245158,1.050186,-0.008153,0.291079,0.864737,0.100885,0.317180,0.061970,0.157577,0.228932,0.473231,0.103070,0.282809,1.389722,0.066761,0.086551,0.029237,0.121779,0.181694,0.800003,0.013556,1.356551,1.506769,-0.531258,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,12.170000,0.306018,1.081704,0.266138,-0.394148,0.004783,0.518167,-0.397287,0.006125,0.088437,-0.788055,0.660902,0.599615,-0.762802,0.669298,-0.099377,-0.397732,0.229094,0.084964,-0.090610,0.008759,0.079331,-0.286716,0.664690,-0.096380,0.276631,0.060192,0.098691,0.245404,1.049852,-0.007717,0.290582,0.864861,0.100968,0.317212,0.061944,0.157660,0.229467,0.473207,0.103205,0.283919,1.389314,0.067050,0.086516,0.029217,0.121775,0.180953,0.799915,0.013861,1.356472,1.506760,-0.531242,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,12.180000,0.305556,1.081624,0.266391,-0.394145,0.004770,0.518179,-0.397289,0.006123,0.088431,-0.788047,0.660894,0.599624,-0.762794,0.669297,-0.099379,-0.397733,0.229089,0.084964,-0.090612,0.008746,0.079337,-0.286708,0.664689,-0.096382,0.276699,0.060208,0.098729,0.245673,1.049587,-0.007336,0.290169,0.865048,0.100964,0.317246,0.061909,0.157704,0.230137,0.473205,0.103256,0.285006,1.389016,0.067343,0.086530,0.029284,0.121732,0.180310,0.799890,0.014207,1.356525,1.506769,-0.531263,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,12.190000,0.305062,1.081489,0.266739,-0.394153,0.004788,0.518172,-0.397285,0.006124,0.088430,-0.788048,0.660900,0.599618,-0.762799,0.669293,-0.099372,-0.397728,0.229095,0.084965,-0.090611,0.008754,0.079333,-0.286707,0.664695,-0.096383,0.276769,0.060212,0.098730,0.245933,1.049374,-0.006929,0.289791,0.865199,0.100997,0.317293,0.061882,0.157708,0.230804,0.473225,0.103284,0.285967,1.388721,0.067696,0.086528,0.029281,0.121711,0.179698,0.799929,0.014596,1.356576,1.506755,-0.531266,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,12.200000,0.304572,1.081418,0.267051,-0.394107,0.004742,0.518178,-0.397286,0.006120,0.088437,-0.788053,0.660900,0.599617,-0.762804,0.669295,-0.099376,-0.397728,0.229092,0.084960,-0.090616,0.008735,0.079344,-0.286710,0.664695,-0.096385,0.276826,0.060216,0.098720,0.246200,1.049270,-0.006559,0.289514,0.865357,0.101123,0.317312,0.061839,0.157706,0.231475,0.473207,0.103311,0.286811,1.388489,0.068053,0.086508,0.029211,0.121729,0.179219,0.800004,0.014972,1.357223,1.507028,-0.531417,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,12.210000,0.304452,1.081521,0.267354,-0.394129,0.004762,0.518168,-0.397288,0.006118,0.088433,-0.788058,0.660891,0.599626,-0.762799,0.669298,-0.099372,-0.397733,0.229087,0.084967,-0.090612,0.008750,0.079331,-0.286715,0.664693,-0.096385,0.276891,0.060201,0.098712,0.246402,1.049211,-0.006236,0.289352,0.865453,0.101261,0.317343,0.061813,0.157704,0.232095,0.473231,0.103327,0.287517,1.388386,0.068435,0.086511,0.029208,0.121697,0.178730,0.800121,0.015340,1.356553,1.506762,-0.531253,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,12.220000,0.304080,1.081392,0.267788,-0.394141,0.004780,0.518169,-0.397292,0.006118,0.088430,-0.788060,0.660896,0.599619,-0.762792,0.669296,-0.099374,-0.397734,0.229090,0.084960,-0.090607,0.008752,0.079335,-0.286713,0.664693,-0.096387,0.276959,0.060198,0.098709,0.246626,1.049159,-0.005873,0.289307,0.865508,0.101489,0.317370,0.061769,0.157719,0.232672,0.473227,0.103321,0.288225,1.388268,0.068828,0.086511,0.029208,0.121652,0.178379,0.800233,0.015699,1.357196,1.507032,-0.531422,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,12.230000,0.303882,1.081360,0.268109,-0.394122,0.004765,0.518179,-0.397290,0.006120,0.088434,-0.788056,0.660892,0.599622,-0.762792,0.669299,-0.099377,-0.397731,0.229089,0.084966,-0.090611,0.008753,0.079329,-0.286707,0.664690,-0.096383,0.277016,0.060208,0.098714,0.246825,1.049137,-0.005554,0.289431,0.865691,0.101771,0.317399,0.061760,0.157741,0.233127,0.473185,0.103371,0.288682,1.388241,0.069210,0.086522,0.029212,0.121619,0.178019,0.800336,0.016053,1.356504,1.506763,-0.531253,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,12.240000,0.303693,1.081308,0.268473,-0.394135,0.004780,0.518174,-0.397281,0.006127,0.088433,-0.788047,0.660896,0.599619,-0.762802,0.669298,-0.099374,-0.397730,0.229090,0.084964,-0.090603,0.008750,0.079338,-0.286714,0.664685,-0.096380,0.277055,0.060216,0.098733,0.247016,1.049140,-0.005241,0.289495,0.865713,0.102120,0.317410,0.061736,0.157779,0.233503,0.473137,0.103419,0.289144,1.388168,0.069582,0.086513,0.029201,0.121572,0.177785,0.800439,0.016432,1.356599,1.506766,-0.531264,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,12.250000,0.303506,1.081184,0.268947,-0.394147,0.004777,0.518169,-0.397282,0.006117,0.088430,-0.788054,0.660899,0.599619,-0.762792,0.669294,-0.099373,-0.397729,0.229089,0.084961,-0.090611,0.008736,0.079338,-0.286708,0.664687,-0.096385,0.277107,0.060229,0.098773,0.247252,1.049102,-0.004890,0.289669,0.865718,0.102518,0.317407,0.061718,0.157843,0.233779,0.473093,0.103509,0.289516,1.388131,0.069958,0.086528,0.029265,0.121480,0.177660,0.800514,0.016795,1.357174,1.507023,-0.531424,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,12.260000,0.303355,1.081096,0.269318,-0.394138,0.004771,0.518181,-0.397284,0.006118,0.088435,-0.788056,0.660899,0.599614,-0.762795,0.669298,-0.099376,-0.397730,0.229083,0.084965,-0.090607,0.008749,0.079338,-0.286716,0.664694,-0.096385,0.277138,0.060258,0.098826,0.247420,1.049085,-0.004584,0.289841,0.865636,0.102928,0.317413,0.061728,0.157914,0.234002,0.473057,0.103621,0.289709,1.388125,0.070378,0.086503,0.029279,0.121436,0.177623,0.800541,0.017130,1.356609,1.506769,-0.531270,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,12.270000,0.303432,1.081255,0.269636,-0.394116,0.004759,0.518183,-0.397287,0.006114,0.088439,-0.788053,0.660899,0.599614,-0.762796,0.669294,-0.099379,-0.397729,0.229085,0.084964,-0.090606,0.008747,0.079335,-0.286715,0.664690,-0.096379,0.277153,0.060300,0.098913,0.247640,1.049007,-0.004233,0.290113,0.865763,0.103317,0.317414,0.061735,0.158001,0.234141,0.472987,0.103772,0.289866,1.388118,0.070771,0.086470,0.029278,0.121389,0.177658,0.800554,0.017445,1.356579,1.506762,-0.531268,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,12.280000,0.303340,1.081144,0.270072,-0.394156,0.004800,0.518164,-0.397289,0.006126,0.088431,-0.788057,0.660895,0.599618,-0.762797,0.669300,-0.099380,-0.397730,0.229087,0.084962,-0.090604,0.008741,0.079334,-0.286714,0.664698,-0.096388,0.277142,0.060354,0.099003,0.247868,1.049031,-0.003871,0.290269,0.865672,0.103746,0.317388,0.061756,0.158107,0.234191,0.472917,0.103962,0.289961,1.388108,0.071157,0.086390,0.029276,0.121355,0.177825,0.800543,0.017781,1.356586,1.506765,-0.531268,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,12.290000,0.303347,1.081112,0.270386,-0.394143,0.004782,0.518176,-0.397287,0.006119,0.088439,-0.788061,0.660898,0.599617,-0.762800,0.669295,-0.099373,-0.397736,0.229085,0.084964,-0.090609,0.008747,0.079323,-0.286715,0.664692,-0.096387,0.277125,0.060413,0.099131,0.248077,1.049000,-0.003518,0.290378,0.865596,0.104131,0.317333,0.061767,0.158232,0.234180,0.472871,0.104168,0.290131,1.388092,0.071563,0.086289,0.029284,0.121298,0.178059,0.800482,0.018083,1.357150,1.507027,-0.531420,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,12.300000,0.303463,1.081149,0.270790,-0.394133,0.004772,0.518175,-0.397280,0.006118,0.088428,-0.788058,0.660893,0.599618,-0.762801,0.669298,-0.099383,-0.397734,0.229087,0.084965,-0.090607,0.008746,0.079333,-0.286718,0.664697,-0.096391,0.277103,0.060482,0.099255,0.248340,1.048978,-0.003148,0.290441,0.865587,0.104472,0.317283,0.061767,0.158362,0.234130,0.472847,0.104393,0.290242,1.388112,0.071972,0.086190,0.029277,0.121251,0.178357,0.800435,0.018364,1.357151,1.507029,-0.531410,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,12.310000,0.303483,1.081087,0.271106,-0.394147,0.004776,0.518164,-0.397288,0.006115,0.088441,-0.788058,0.660897,0.599618,-0.762797,0.669294,-0.099379,-0.397729,0.229084,0.084968,-0.090605,0.008739,0.079339,-0.286711,0.664693,-0.096388,0.277049,0.060564,0.099345,0.248673,1.048945,-0.002760,0.290499,0.865472,0.104895,0.317209,0.061741,0.158497,0.234042,0.472825,0.104637,0.290380,1.388094,0.072375,0.086095,0.029275,0.121212,0.178796,0.800372,0.018661,1.356556,1.506768,-0.531259,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,12.320000,0.303499,1.081033,0.271422,-0.394109,0.004740,0.518182,-0.397289,0.006120,0.088432,-0.788055,0.660900,0.599617,-0.762800,0.669301,-0.099382,-0.397739,0.229088,0.084959,-0.090607,0.008740,0.079334,-0.286710,0.664696,-0.096387,0.277020,0.060634,0.099432,0.248998,1.048919,-0.002344,0.290634,0.865512,0.105280,0.317161,0.061743,0.158591,0.233959,0.472811,0.104903,0.290628,1.388059,0.072811,0.086011,0.029258,0.121187,0.179217,0.800314,0.018967,1.356506,1.506765,-0.531258,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,12.330000,0.303450,1.080920,0.271828,-0.394121,0.004755,0.518176,-0.397289,0.006125,0.088436,-0.788052,0.660899,0.599618,-0.762793,0.669290,-0.099372,-0.397731,0.229086,0.084962,-0.090602,0.008750,0.079335,-0.286710,0.664700,-0.096388,0.277002,0.060680,0.099497,0.249387,1.048874,-0.001956,0.290675,0.865505,0.105624,0.317125,0.061736,0.158672,0.233927,0.472818,0.105177,0.290787,1.388023,0.073259,0.085938,0.029241,0.121169,0.179682,0.800242,0.019232,1.356569,1.506768,-0.531267,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,12.340000,0.303625,1.081025,0.272145,-0.394152,0.004783,0.518167,-0.397283,0.006117,0.088436,-0.788053,0.660895,0.599621,-0.762793,0.669291,-0.099379,-0.397733,0.229088,0.084961,-0.090601,0.008756,0.079331,-0.286709,0.664699,-0.096388,0.276997,0.060722,0.099562,0.249862,1.048851,-0.001528,0.290662,0.865392,0.106048,0.317092,0.061735,0.158737,0.233963,0.472843,0.105443,0.291055,1.388026,0.073732,0.085877,0.029214,0.121159,0.180240,0.800173,0.019513,1.356481,1.506772,-0.531250,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,12.350000,0.303587,1.080951,0.272499,-0.394118,0.004761,0.518166,-0.397285,0.006135,0.088433,-0.788051,0.660893,0.599622,-0.762801,0.669295,-0.099378,-0.397733,0.229093,0.084963,-0.090603,0.008741,0.079335,-0.286709,0.664692,-0.096383,0.276988,0.060776,0.099610,0.250377,1.048791,-0.001157,0.290582,0.865326,0.106417,0.317083,0.061743,0.158805,0.234107,0.472862,0.105707,0.291268,1.387978,0.074185,0.085832,0.029222,0.121142,0.180804,0.800108,0.019783,1.356562,1.506778,-0.531263,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,12.360000,0.303461,1.080810,0.272952,-0.394129,0.004766,0.518179,-0.397285,0.006118,0.088433,-0.788053,0.660890,0.599626,-0.762803,0.669298,-0.099375,-0.397734,0.229084,0.084965,-0.090598,0.008733,0.079337,-0.286708,0.664686,-0.096386,0.276991,0.060818,0.099667,0.250942,1.048749,-0.000756,0.290521,0.865299,0.106729,0.317065,0.061711,0.158878,0.234351,0.472860,0.105964,0.291649,1.387933,0.074649,0.085789,0.029192,0.121154,0.181386,0.800022,0.020035,1.357184,1.507029,-0.531424,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,12.370000,0.303402,1.080765,0.273307,-0.394159,0.004799,0.518164,-0.397288,0.006112,0.088437,-0.788058,0.660900,0.599612,-0.762802,0.669292,-0.099377,-0.397733,0.229082,0.084968,-0.090603,0.008735,0.079332,-0.286708,0.664696,-0.096386,0.277013,0.060857,0.099713,0.251548,1.048710,-0.000352,0.290413,0.865253,0.107054,0.317053,0.061686,0.158945,0.234703,0.472856,0.106215,0.292116,1.387890,0.075153,0.085760,0.029198,0.121156,0.182012,0.799941,0.020257,1.356528,1.506759,-0.531256,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,12.380000,0.303447,1.080797,0.273732,-0.394112,0.004754,0.518178,-0.397289,0.006116,0.088432,-0.788056,0.660903,0.599616,-0.762797,0.669293,-0.099381,-0.397732,0.229080,0.084963,-0.090601,0.008734,0.079335,-0.286712,0.664695,-0.096387,0.277028,0.060896,0.099765,0.252211,1.048640,0.000040,0.290435,0.865405,0.107353,0.317038,0.061652,0.159011,0.235102,0.472807,0.106486,0.292516,1.387808,0.075651,0.085739,0.029184,0.121162,0.182704,0.799836,0.020495,1.356593,1.506765,-0.531269,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,12.390000,0.303356,1.080737,0.274062,-0.394130,0.004762,0.518167,-0.397295,0.006109,0.088435,-0.788053,0.660898,0.599621,-0.762791,0.669295,-0.099378,-0.397735,0.229084,0.084962,-0.090605,0.008737,0.079338,-0.286707,0.664689,-0.096384,0.277054,0.060917,0.099809,0.252905,1.048575,0.000425,0.290247,0.865287,0.107708,0.317056,0.061616,0.159064,0.235519,0.472785,0.106703,0.293015,1.387743,0.076240,0.085703,0.029128,0.121216,0.183398,0.799743,0.020741,1.356513,1.506764,-0.531256,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,12.400000,0.303222,1.080669,0.274374,-0.394143,0.004768,0.518167,-0.397286,0.006124,0.088430,-0.788054,0.660897,0.599613,-0.762795,0.669293,-0.099376,-0.397737,0.229083,0.084964,-0.090594,0.008742,0.079333,-0.286707,0.664699,-0.096393,0.277071,0.060943,0.099845,0.253638,1.048492,0.000823,0.290126,0.865357,0.108009,0.317074,0.061585,0.159100,0.236005,0.472733,0.106915,0.293618,1.387617,0.076794,0.085705,0.029173,0.121181,0.184108,0.799621,0.020956,1.356588,1.506761,-0.531261,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,12.410000,0.303023,1.080576,0.274764,-0.394109,0.004760,0.518178,-0.397288,0.006115,0.088433,-0.788055,0.660899,0.599623,-0.762791,0.669293,-0.099378,-0.397732,0.229085,0.084962,-0.090595,0.008748,0.079326,-0.286711,0.664689,-0.096386,0.277093,0.060969,0.099866,0.254370,1.048408,0.001249,0.290030,0.865379,0.108292,0.317091,0.061570,0.159123,0.236545,0.472633,0.107122,0.294211,1.387468,0.077343,0.085690,0.029163,0.121178,0.184810,0.799502,0.021130,1.356595,1.506766,-0.531264,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,12.420000,0.302908,1.080545,0.274996,-0.394114,0.004750,0.518180,-0.397284,0.006118,0.088432,-0.788058,0.660890,0.599619,-0.762795,0.669297,-0.099379,-0.397739,0.229082,0.084967,-0.090593,0.008740,0.079333,-0.286727,0.664854,-0.096657,0.277105,0.060983,0.099896,0.255162,1.048254,0.001610,0.289931,0.865380,0.108612,0.317099,0.061529,0.159153,0.237051,0.472544,0.107328,0.294833,1.387311,0.077892,0.085670,0.029169,0.121188,0.185481,0.799380,0.021324,1.356580,1.506765,-0.531262,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,12.430000,0.302733,1.080472,0.275262,-0.394111,0.004751,0.518173,-0.397289,0.006113,0.088433,-0.788048,0.660895,0.599619,-0.762798,0.669295,-0.099377,-0.397736,0.229086,0.084964,-0.090595,0.008740,0.079330,-0.286726,0.664822,-0.096592,0.277112,0.061004,0.099911,0.255934,1.048106,0.002020,0.289846,0.865401,0.108879,0.317122,0.061495,0.159166,0.237524,0.472488,0.107519,0.295361,1.387095,0.078478,0.085646,0.029161,0.121187,0.186100,0.799226,0.021498,1.356515,1.506755,-0.531248,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,12.440000,0.302798,1.080579,0.275508,-0.394123,0.004752,0.518177,-0.397289,0.006119,0.088436,-0.788058,0.660893,0.599624,-0.762799,0.669294,-0.099381,-0.397736,0.229082,0.084962,-0.090605,0.008729,0.079333,-0.286737,0.664771,-0.096498,0.277130,0.061017,0.099921,0.256711,1.047959,0.002394,0.289576,0.865418,0.109515,0.317139,0.061462,0.159177,0.238056,0.472427,0.107683,0.296093,1.386897,0.079145,0.085635,0.029156,0.121188,0.186747,0.799055,0.021620,1.357273,1.507031,-0.531426,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,12.450000,0.302577,1.080431,0.275876,-0.394131,0.004758,0.518184,-0.397289,0.006103,0.088441,-0.788058,0.660906,0.599609,-0.762796,0.669297,-0.099376,-0.397732,0.229083,0.084957,-0.090609,0.008731,0.079338,-0.286748,0.664752,-0.096439,0.277146,0.061030,0.099935,0.257495,1.047734,0.002807,0.289460,0.865500,0.109707,0.317166,0.061414,0.159177,0.238583,0.472400,0.107852,0.296623,1.386677,0.079716,0.085629,0.029167,0.121182,0.187332,0.798880,0.021751,1.357171,1.507023,-0.531413,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,12.460000,0.302449,1.080382,0.276120,-0.394113,0.004751,0.518174,-0.397289,0.006110,0.088436,-0.788055,0.660896,0.599619,-0.762798,0.669290,-0.099377,-0.397736,0.229081,0.084965,-0.090596,0.008739,0.079336,-0.286763,0.664719,-0.096354,0.277163,0.061035,0.099945,0.258279,1.047573,0.003219,0.289299,0.865533,0.109884,0.317193,0.061403,0.159172,0.239154,0.472379,0.108022,0.297360,1.386450,0.080323,0.085610,0.029164,0.121180,0.187982,0.798682,0.021866,1.356558,1.506763,-0.531267,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,12.470000,0.302269,1.080364,0.276334,-0.394122,0.004754,0.518168,-0.397290,0.006112,0.088434,-0.788054,0.660901,0.599615,-0.762795,0.669292,-0.099376,-0.397736,0.229080,0.084967,-0.090597,0.008743,0.079331,-0.286770,0.664701,-0.096294,0.277170,0.061051,0.099959,0.259033,1.047354,0.003640,0.289180,0.865689,0.110128,0.317218,0.061367,0.159174,0.239766,0.472336,0.108196,0.297900,1.386256,0.080975,0.085582,0.029164,0.121169,0.188565,0.798524,0.021989,1.356578,1.506766,-0.531260,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,12.480000,0.302158,1.080311,0.276565,-0.394146,0.004770,0.518172,-0.397291,0.006114,0.088429,-0.788061,0.660899,0.599620,-0.762796,0.669302,-0.099381,-0.397733,0.229080,0.084965,-0.090599,0.008730,0.079337,-0.286776,0.664685,-0.096259,0.277180,0.061068,0.099985,0.259723,1.047213,0.004105,0.289037,0.865764,0.110309,0.317238,0.061329,0.159175,0.240441,0.472326,0.108390,0.298599,1.386025,0.081619,0.085556,0.029155,0.121181,0.189104,0.798348,0.022098,1.356489,1.506771,-0.531245,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,12.490000,0.302070,1.080279,0.276788,-0.394150,0.004775,0.518172,-0.397287,0.006115,0.088434,-0.788052,0.660896,0.599621,-0.762795,0.669295,-0.099376,-0.397739,0.229078,0.084966,-0.090596,0.008733,0.079333,-0.286781,0.664671,-0.096227,0.277188,0.061088,0.100025,0.260398,1.047075,0.004576,0.288886,0.865808,0.110481,0.317267,0.061304,0.159189,0.241170,0.472264,0.108610,0.299082,1.385897,0.082237,0.085541,0.029161,0.121189,0.189690,0.798210,0.022217,1.356539,1.506761,-0.531256,,,,,,,,,,,,,,,,,,,,,,,,,,,
