Format Version,1.0,
Take Name,clement_squatlifitng1,
Capture Frame Rate,100.00,
Export Frame Rate,100.00,
Capture Start Time,20 Dec 1969 10:09:46 +0100,
Total Frames In Take,6995,
Total Exported Frames,6995,
Coordinate Space,Local,
Device Name,AMTI 12073M,
Device Type,2,
Device Channel Count,6,
Mocap Rate,100.00,
Mocap Rate Multiple,1.00,

PlateLength,15.750000,
PlateWidth,23.620000,
PlateOrder,1,
PosX_PosY_X,0.400090,
PosX_PosY_Y,-0.000078,
PosX_PosY_Z,0.600489,
NegX_PosY_X,0.000039,
NegX_PosY_Y,-0.000043,
NegX_PosY_Z,0.600698,
NegX_NegY_X,-0.000002,
NegX_NegY_Y,-0.000010,
NegX_NegY_Z,-0.000014,
PosX_NegY_X,0.400050,
PosX_NegY_Y,-0.000046,
PosX_NegY_Z,-0.000223,
Offset_X,0.000000,
Offset_Y,0.000000,
Offset_Z,0.000000


MocapFrame, MocapTime, DeviceFrame, Fx, Fy, Fz, Mx, My, Mz, Cx, Cy, Cz
60,0.600000,60,-5.024658,-10.518066,729.906250,-14.436523,-60.085938,6.723877,0.082320,-0.019779,0.000000
61,0.610000,61,-4.669434,-11.169922,730.625000,-14.412109,-60.068359,6.799805,0.082215,-0.019726,0.000000
62,0.620000,62,-5.209473,-10.789551,730.968750,-14.289063,-60.308594,6.742188,0.082505,-0.019548,0.000000
63,0.630000,63,-4.852539,-11.341797,730.281250,-14.314453,-60.111328,6.704102,0.082313,-0.019601,0.000000
64,0.640000,64,-4.849609,-11.159180,728.812500,-14.186523,-59.966797,6.705322,0.082280,-0.019465,0.000000
65,0.650000,65,-5.115479,-11.255371,731.343750,-14.136230,-60.050781,6.819336,0.082110,-0.019329,0.000000
66,0.660000,66,-5.209229,-10.789551,730.625000,-14.244141,-60.164063,6.685791,0.082346,-0.019496,0.000000
67,0.670000,67,-4.666992,-10.979004,729.906250,-14.283691,-60.142578,6.685791,0.082398,-0.019569,0.000000
68,0.680000,68,-5.209961,-10.971680,728.468750,-14.147461,-60.128906,6.724365,0.082542,-0.019421,0.000000
69,0.690000,69,-4.945313,-11.614258,729.187500,-14.078125,-60.189453,6.647949,0.082543,-0.019307,0.000000
70,0.700000,70,-5.390869,-10.878418,729.531250,-14.242676,-60.169922,6.666748,0.082478,-0.019523,0.000000
71,0.710000,71,-4.668701,-11.161133,729.187500,-14.186523,-60.255859,6.723877,0.082634,-0.019455,0.000000
72,0.720000,72,-4.665283,-10.796387,729.906250,-14.290527,-60.142578,6.723877,0.082398,-0.019579,0.000000
73,0.730000,73,-5.121582,-11.063965,730.281250,-14.278320,-60.269531,6.780518,0.082529,-0.019552,0.000000
74,0.740000,74,-4.936279,-10.701172,730.281250,-14.067383,-60.121094,6.857422,0.082326,-0.019263,0.000000
75,0.750000,75,-4.674316,-10.979004,727.750000,-14.419434,-60.365234,6.818848,0.082948,-0.019814,0.000000
76,0.760000,76,-4.754150,-10.612793,730.625000,-13.979492,-60.224609,6.933594,0.082429,-0.019134,0.000000
77,0.770000,77,-4.483887,-10.798828,729.906250,-14.062988,-60.427734,6.837646,0.082788,-0.019267,0.000000
78,0.780000,78,-4.667236,-10.887695,731.687500,-14.239746,-60.431641,6.722656,0.082592,-0.019462,0.000000
79,0.790000,79,-4.668701,-10.979004,732.437500,-14.190918,-60.400391,6.818604,0.082465,-0.019375,0.000000
80,0.800000,80,-4.849854,-10.976563,732.093750,-14.054199,-60.626953,6.894287,0.082813,-0.019197,0.000000
81,0.810000,81,-4.486084,-10.889648,731.687500,-14.239746,-60.425781,6.894531,0.082584,-0.019462,0.000000
82,0.820000,82,-4.578613,-11.071289,731.343750,-13.870605,-60.431641,6.837891,0.082631,-0.018966,0.000000
83,0.830000,83,-4.753906,-10.521484,731.687500,-13.891113,-60.478516,6.780518,0.082656,-0.018985,0.000000
84,0.840000,84,-5.030273,-10.974121,731.000000,-14.099121,-60.523438,6.723145,0.082795,-0.019287,0.000000
85,0.850000,85,-4.753906,-10.612793,729.906250,-14.023926,-60.478516,6.894775,0.082858,-0.019213,0.000000
86,0.860000,86,-4.935791,-10.701172,729.531250,-14.021973,-60.121094,6.762207,0.082411,-0.019221,0.000000
87,0.870000,87,-5.389648,-10.695801,730.281250,-13.975586,-60.576172,6.723389,0.082949,-0.019137,0.000000
88,0.880000,88,-5.294434,-10.332031,729.531250,-14.080078,-60.353516,6.837891,0.082729,-0.019300,0.000000
89,0.890000,89,-4.942383,-10.519043,729.531250,-14.254883,-60.482422,6.761230,0.082906,-0.019540,0.000000
90,0.900000,90,-4.756836,-10.969238,728.468750,-13.784668,-60.513672,6.663574,0.083070,-0.018923,0.000000
91,0.910000,91,-5.027344,-10.874512,728.093750,-13.788086,-60.523438,6.683105,0.083126,-0.018937,0.000000
92,0.920000,92,-4.944824,-10.875488,727.343750,-13.880371,-60.484375,6.781250,0.083158,-0.019084,0.000000
93,0.930000,93,-4.931396,-10.237305,730.625000,-13.766602,-60.703125,6.815918,0.083084,-0.018842,0.000000
94,0.940000,94,-5.033203,-11.239746,731.000000,-13.681152,-60.632813,6.758789,0.082945,-0.018716,0.000000
95,0.950000,95,-4.854736,-10.785645,729.531250,-13.790039,-60.697266,6.701416,0.083200,-0.018903,0.000000
96,0.960000,96,-4.302002,-10.618164,731.687500,-13.933594,-60.570313,6.704102,0.082782,-0.019043,0.000000
97,0.970000,97,-4.487305,-10.980957,732.093750,-13.963379,-60.720703,6.703857,0.082941,-0.019073,0.000000
98,0.980000,98,-5.131348,-11.055664,732.093750,-13.913574,-60.925781,6.779785,0.083221,-0.019005,0.000000
99,0.990000,99,-4.935547,-10.510742,732.093750,-13.844238,-60.849609,6.738525,0.083117,-0.018910,0.000000
100,1.000000,100,-4.304932,-10.975098,730.281250,-13.738770,-60.566406,6.777588,0.082936,-0.018813,0.000000
101,1.010000,101,-4.937988,-10.784668,731.343750,-13.789551,-60.701172,6.700928,0.083000,-0.018855,0.000000
102,1.020000,102,-5.130615,-11.055664,730.968750,-13.868164,-60.816406,6.779785,0.083200,-0.018972,0.000000
103,1.030000,103,-5.208984,-10.689453,731.687500,-13.928223,-60.785156,6.665771,0.083075,-0.019036,0.000000
104,1.040000,104,-4.947266,-10.966797,729.531250,-13.783203,-60.849609,6.739258,0.083409,-0.018893,0.000000
105,1.050000,105,-4.855957,-10.876953,729.906250,-13.832031,-60.845703,6.833984,0.083361,-0.018950,0.000000
106,1.060000,106,-5.036621,-10.874512,728.812500,-13.876953,-60.886719,6.837158,0.083542,-0.019040,0.000000
107,1.070000,107,-5.129150,-10.964355,730.625000,-13.827148,-60.925781,6.662842,0.083389,-0.018925,0.000000
108,1.080000,108,-5.392334,-10.960938,730.281250,-13.828613,-60.683594,6.739502,0.083096,-0.018936,0.000000
109,1.090000,109,-5.122803,-11.146484,731.000000,-13.638672,-60.816406,6.720215,0.083196,-0.018658,0.000000
110,1.100000,110,-5.586426,-11.415039,729.156250,-13.901367,-60.798828,6.799316,0.083382,-0.019065,0.000000
111,1.110000,111,-5.310791,-11.053223,729.531250,-13.869629,-61.007813,6.798828,0.083626,-0.019012,0.000000
112,1.120000,112,-4.503662,-11.146484,728.093750,-14.048828,-61.089844,6.779297,0.083904,-0.019295,0.000000
113,1.130000,113,-4.418701,-11.604004,729.187500,-13.940430,-61.230469,6.817627,0.083971,-0.019118,0.000000
114,1.140000,114,-4.326904,-11.513672,728.812500,-14.033691,-61.300781,6.836182,0.084110,-0.019256,0.000000
115,1.150000,115,-4.137695,-11.342285,732.812500,-14.083496,-61.251953,6.912109,0.083585,-0.019218,0.000000
116,1.160000,116,-4.084473,-11.526367,728.812500,-14.387695,-61.548828,6.910889,0.084451,-0.019741,0.000000
117,1.170000,117,-3.636108,-11.896973,728.812500,-14.237793,-61.603516,6.949463,0.084526,-0.019536,0.000000
118,1.180000,118,-3.823242,-11.612793,729.906250,-14.337402,-61.865234,6.929932,0.084758,-0.019643,0.000000
119,1.190000,119,-3.819946,-11.338379,730.281250,-14.574219,-62.048828,6.967041,0.084966,-0.019957,0.000000
120,1.200000,120,-3.463501,-11.616699,733.875000,-14.289551,-62.328125,7.023193,0.084930,-0.019471,0.000000
121,1.210000,121,-3.923218,-12.341797,730.281250,-14.443359,-62.126953,7.081055,0.085073,-0.019778,0.000000
122,1.220000,122,-3.377075,-12.074707,731.687500,-14.408203,-62.179688,7.080566,0.084981,-0.019692,0.000000
123,1.230000,123,-3.198120,-12.259766,731.687500,-14.446777,-62.208984,7.080566,0.085021,-0.019744,0.000000
124,1.240000,124,-3.476440,-12.164551,730.281250,-14.541504,-62.253906,7.080566,0.085246,-0.019912,0.000000
125,1.250000,125,-2.748413,-12.539551,731.750000,-14.255371,-62.119141,7.138428,0.084891,-0.019481,0.000000
126,1.260000,126,-2.843384,-12.903320,731.343750,-14.693848,-62.007813,7.023682,0.084786,-0.020092,0.000000
127,1.270000,127,-3.195190,-12.815918,729.906250,-14.381348,-61.658203,6.948975,0.084474,-0.019703,0.000000
128,1.280000,128,-3.102417,-12.725586,728.468750,-14.703613,-61.365234,6.892334,0.084239,-0.020184,0.000000
129,1.290000,129,-3.533325,-12.801270,728.468750,-14.347656,-61.269531,6.835693,0.084107,-0.019696,0.000000
130,1.300000,130,-4.608154,-12.431641,728.093750,-14.316406,-61.052734,6.626953,0.083853,-0.019663,0.000000
131,1.310000,131,-4.062256,-12.164063,729.187500,-14.009277,-61.103516,6.722412,0.083797,-0.019212,0.000000
