Format Version,1.22,Take Name,jony_squatlifting3,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,16 Dec 1969 09:41:24 +0100,Total Frames in Take,5967,Total Exported Frames,5967,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
26,0.260000,0.356291,1.058930,0.308375,-0.367857,0.006693,0.501202,-0.347666,0.009131,0.076096,-0.792260,0.664566,0.587514,-0.770371,0.671349,-0.111199,-0.348711,0.232961,0.075435,-0.042933,0.006925,0.080735,-0.295018,0.664165,-0.110128,0.293741,0.072038,0.147307,0.280611,1.052782,0.045805,0.320945,0.821887,0.129368,0.331779,0.069479,0.208605,0.241330,0.475142,0.149497,0.262895,1.385119,0.137972,0.102582,0.029051,0.184358,0.215184,0.806419,0.003688
27,0.270000,0.356334,1.058901,0.308439,-0.367822,0.006655,0.501220,-0.347664,0.009125,0.076101,-0.792255,0.664576,0.587514,-0.770377,0.671350,-0.111203,-0.348714,0.232954,0.075438,-0.042935,0.006917,0.080737,-0.295022,0.664168,-0.110140,0.293747,0.072033,0.147308,0.280222,1.052744,0.046282,0.321003,0.821896,0.129411,0.331783,0.069453,0.208607,0.241416,0.475135,0.149505,0.262887,1.385603,0.137882,0.102582,0.029044,0.184366,0.214633,0.806408,0.004850
28,0.280000,0.356392,1.058888,0.308503,-0.367809,0.006660,0.501224,-0.347660,0.009129,0.076105,-0.792256,0.664574,0.587511,-0.770376,0.671352,-0.111203,-0.348717,0.232955,0.075440,-0.042933,0.006920,0.080736,-0.295015,0.664170,-0.110134,0.293747,0.072032,0.147307,0.279871,1.052665,0.046817,0.321039,0.821882,0.129481,0.331791,0.069459,0.208600,0.241515,0.475107,0.149528,0.262982,1.385780,0.137985,0.102575,0.029040,0.184379,0.213950,0.806360,0.005968
29,0.290000,0.356686,1.059062,0.308581,-0.367821,0.006673,0.501217,-0.347662,0.009127,0.076098,-0.792251,0.664568,0.587517,-0.770374,0.671351,-0.111202,-0.348710,0.232958,0.075441,-0.042925,0.006937,0.080733,-0.295018,0.664168,-0.110137,0.293761,0.072029,0.147307,0.279488,1.052694,0.047344,0.321080,0.821876,0.129529,0.331807,0.069460,0.208610,0.241630,0.475090,0.149543,0.263032,1.385946,0.138070,0.102568,0.029034,0.184381,0.213274,0.806339,0.007107
30,0.300000,0.356757,1.059049,0.308642,-0.367834,0.006673,0.501218,-0.347666,0.009123,0.076106,-0.792261,0.664572,0.587509,-0.770374,0.671349,-0.111200,-0.348715,0.232955,0.075443,-0.042931,0.006927,0.080739,-0.295018,0.664166,-0.110137,0.293768,0.072023,0.147305,0.279190,1.052679,0.047853,0.321126,0.821898,0.129568,0.331808,0.069460,0.208607,0.241779,0.475060,0.149557,0.263084,1.386087,0.138156,0.102567,0.029046,0.184379,0.212547,0.806333,0.008216
31,0.310000,0.356825,1.059029,0.308704,-0.367844,0.006696,0.501208,-0.347664,0.009127,0.076101,-0.792248,0.664571,0.587516,-0.770372,0.671348,-0.111200,-0.348720,0.232956,0.075442,-0.042934,0.006928,0.080742,-0.295021,0.664166,-0.110132,0.293774,0.072033,0.147311,0.278861,1.052635,0.048358,0.321157,0.821940,0.129598,0.331819,0.069460,0.208618,0.241932,0.475040,0.149567,0.263136,1.386219,0.138223,0.102546,0.029028,0.184371,0.211792,0.806268,0.009316
32,0.320000,0.356927,1.059051,0.308727,-0.367826,0.006685,0.501218,-0.347663,0.009126,0.076105,-0.792249,0.664561,0.587516,-0.770372,0.671346,-0.111200,-0.348715,0.232952,0.075440,-0.042935,0.006922,0.080744,-0.295021,0.664169,-0.110137,0.293789,0.072028,0.147301,0.278629,1.052620,0.048938,0.321199,0.822021,0.129657,0.331825,0.069443,0.208619,0.242102,0.475017,0.149571,0.263203,1.386345,0.138295,0.102537,0.029030,0.184375,0.211038,0.806284,0.010407
33,0.330000,0.356992,1.059032,0.308770,-0.367827,0.006670,0.501217,-0.347665,0.009133,0.076105,-0.792259,0.664572,0.587508,-0.770374,0.671350,-0.111206,-0.348710,0.232953,0.075438,-0.042932,0.006924,0.080736,-0.295023,0.664166,-0.110137,0.293799,0.072031,0.147298,0.278253,1.052564,0.049456,0.321327,0.822123,0.129783,0.331835,0.069444,0.208611,0.242272,0.474994,0.149585,0.263266,1.386454,0.138362,0.102534,0.029027,0.184371,0.210226,0.806253,0.011525
34,0.340000,0.357087,1.059025,0.308801,-0.367846,0.006688,0.501223,-0.347666,0.009130,0.076098,-0.792254,0.664569,0.587511,-0.770375,0.671348,-0.111201,-0.348716,0.232963,0.075433,-0.042929,0.006942,0.080736,-0.295023,0.664168,-0.110136,0.293820,0.072034,0.147301,0.278004,1.052483,0.049923,0.321492,0.822275,0.129930,0.331848,0.069427,0.208618,0.242442,0.474999,0.149603,0.263374,1.386582,0.138423,0.102528,0.029024,0.184375,0.209468,0.806215,0.012575
35,0.350000,0.357137,1.058985,0.308850,-0.367850,0.006687,0.501207,-0.347667,0.009122,0.076109,-0.792253,0.664567,0.587517,-0.770376,0.671353,-0.111203,-0.348707,0.232964,0.075439,-0.042938,0.006921,0.080738,-0.295024,0.664165,-0.110137,0.293822,0.072020,0.147304,0.277746,1.052386,0.050420,0.321601,0.822343,0.130049,0.331859,0.069438,0.208625,0.242651,0.475001,0.149623,0.263465,1.386681,0.138463,0.102514,0.029021,0.184364,0.208662,0.806194,0.013637
36,0.360000,0.357205,1.058970,0.308890,-0.367837,0.006683,0.501221,-0.347664,0.009127,0.076100,-0.792257,0.664566,0.587517,-0.770376,0.671346,-0.111201,-0.348709,0.232956,0.075433,-0.042932,0.006938,0.080739,-0.295021,0.664162,-0.110136,0.293838,0.072028,0.147309,0.277411,1.052256,0.050927,0.321713,0.822349,0.130120,0.331857,0.069432,0.208630,0.242890,0.474989,0.149634,0.263543,1.386755,0.138510,0.102494,0.029035,0.184348,0.207827,0.806166,0.014620
37,0.370000,0.357266,1.058948,0.308932,-0.367823,0.006665,0.501232,-0.347662,0.009126,0.076093,-0.792260,0.664567,0.587512,-0.770371,0.671349,-0.111202,-0.348711,0.232961,0.075431,-0.042936,0.006916,0.080746,-0.295020,0.664160,-0.110133,0.293848,0.072010,0.147305,0.277135,1.052182,0.051339,0.321819,0.822412,0.130228,0.331868,0.069427,0.208633,0.243140,0.474982,0.149645,0.263647,1.386823,0.138597,0.102485,0.029027,0.184350,0.207024,0.806142,0.015624
38,0.380000,0.357330,1.058931,0.308992,-0.367845,0.006684,0.501216,-0.347660,0.009126,0.076106,-0.792250,0.664565,0.587516,-0.770371,0.671350,-0.111208,-0.348710,0.232958,0.075440,-0.042937,0.006927,0.080735,-0.295021,0.664165,-0.110137,0.293876,0.072013,0.147302,0.276812,1.052108,0.051731,0.321876,0.822444,0.130287,0.331877,0.069399,0.208646,0.243395,0.474948,0.149656,0.263758,1.386895,0.138641,0.102477,0.029013,0.184330,0.206200,0.806110,0.016524
39,0.390000,0.357383,1.058896,0.309058,-0.367795,0.006656,0.501225,-0.347665,0.009125,0.076108,-0.792254,0.664562,0.587514,-0.770370,0.671352,-0.111205,-0.348710,0.232960,0.075441,-0.042934,0.006927,0.080738,-0.295020,0.664166,-0.110135,0.293902,0.072002,0.147305,0.276519,1.051976,0.052229,0.321916,0.822537,0.130349,0.331904,0.069385,0.208643,0.243644,0.474927,0.149668,0.263912,1.386686,0.138894,0.102500,0.029029,0.184308,0.205355,0.806089,0.017411
40,0.400000,0.357436,1.058867,0.309124,-0.367805,0.006655,0.501226,-0.347666,0.009120,0.076103,-0.792254,0.664564,0.587517,-0.770377,0.671350,-0.111201,-0.348708,0.232955,0.075436,-0.042931,0.006925,0.080735,-0.295023,0.664158,-0.110132,0.293934,0.072002,0.147295,0.276178,1.051923,0.052539,0.321964,0.822653,0.130433,0.331931,0.069383,0.208644,0.243910,0.474885,0.149694,0.264031,1.386734,0.138936,0.102505,0.029050,0.184283,0.204540,0.806090,0.018269
41,0.410000,0.357764,1.059008,0.309216,-0.367807,0.006657,0.501229,-0.347665,0.009127,0.076110,-0.792246,0.664565,0.587511,-0.770376,0.671351,-0.111202,-0.348714,0.232961,0.075440,-0.042934,0.006935,0.080737,-0.295020,0.664164,-0.110137,0.293975,0.072042,0.147291,0.275878,1.051806,0.052928,0.322081,0.822775,0.130631,0.331939,0.069373,0.208658,0.244146,0.474845,0.149707,0.264188,1.386763,0.138954,0.102504,0.029037,0.184286,0.203688,0.806103,0.019049
